Genome	Species	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
SAMEA104042165	sp900766505	NA	SAMEA104042165.contig00001	281354	283075	+	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	574	574	100.00	96.86	574	WP_063856469.1	tetracycline efflux ABC transporter Tet(46) subunit A	NA	NA
SAMEA104042165	sp900766505	NA	SAMEA104042165.contig00001	283080	284810	+	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	577	578	99.83	95.49	577	WP_048717443.1	tetracycline efflux ABC transporter Tet(46) subunit B	NA	NA
SAMEA104138663	sp900766505	NA	SAMEA104138663.contig00002	292882	294603	+	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	574	574	100.00	96.52	574	WP_063856469.1	tetracycline efflux ABC transporter Tet(46) subunit A	NA	NA
SAMEA104138663	sp900766505	NA	SAMEA104138663.contig00002	294608	296338	+	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	577	578	99.83	95.15	577	WP_048717443.1	tetracycline efflux ABC transporter Tet(46) subunit B	NA	NA
SAMEA111347028	sp900766505	NA	SAMEA111347028.contig00001	304371	306092	+	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	574	574	100.00	98.08	574	WP_063856469.1	tetracycline efflux ABC transporter Tet(46) subunit A	NA	NA
SAMEA111347028	sp900766505	NA	SAMEA111347028.contig00001	306097	307827	+	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	577	578	99.83	95.49	577	WP_048717443.1	tetracycline efflux ABC transporter Tet(46) subunit B	NA	NA
SAMEA111347028	sp900766505	NA	SAMEA111347028.contig00002	219738	221198	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA111347028	sp900766505	NA	SAMEA111347028.contig00002	221321	222535	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA114321100	sp900766505	NA	SAMEA114321100.contig00003	63228	64688	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA114321100	sp900766505	NA	SAMEA114321100.contig00003	64811	66025	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA114321100	sp900766505	NA	SAMEA114321100.contig00008	32208	33752	-	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	515	578	89.10	93.59	515	WP_048717443.1	tetracycline efflux ABC transporter Tet(46) subunit B	NA	NA
SAMEA114321100	sp900766505	NA	SAMEA114321100.contig00008	33942	35663	-	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	574	574	100.00	98.26	574	WP_063856469.1	tetracycline efflux ABC transporter Tet(46) subunit A	NA	NA
SAMEA114321103	sp900766505	NA	SAMEA114321103.contig00001	148233	149963	-	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	577	578	99.83	95.84	577	WP_048717443.1	tetracycline efflux ABC transporter Tet(46) subunit B	NA	NA
SAMEA114321103	sp900766505	NA	SAMEA114321103.contig00001	149968	151689	-	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	574	574	100.00	97.56	574	WP_063856469.1	tetracycline efflux ABC transporter Tet(46) subunit A	NA	NA
SAMEA114321103	sp900766505	NA	SAMEA114321103.contig00002	144799	146259	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMEA114321103	sp900766505	NA	SAMEA114321103.contig00002	146382	147596	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA5390768	sp900766505	NA	SAMEA5390768.contig00001	390357	392087	-	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	577	578	99.83	94.97	577	WP_048717443.1	tetracycline efflux ABC transporter Tet(46) subunit B	NA	NA
SAMEA5390768	sp900766505	NA	SAMEA5390768.contig00001	392092	393813	-	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	574	574	100.00	95.64	574	WP_063856469.1	tetracycline efflux ABC transporter Tet(46) subunit A	NA	NA
SAMEA5390768	sp900766505	NA	SAMEA5390768.contig00005	60190	61404	+	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMEA5390768	sp900766505	NA	SAMEA5390768.contig00005	61527	62987	+	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMN03197328	sp900766505	NA	SAMN03197328.contig00006	66202	67662	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMN03197328	sp900766505	NA	SAMN03197328.contig00006	67785	68999	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMN03197328	sp900766505	NA	SAMN03197328.contig00015	11241	12962	+	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	574	574	100.00	98.43	574	WP_063856469.1	tetracycline efflux ABC transporter Tet(46) subunit A	NA	NA
SAMN03197328	sp900766505	NA	SAMN03197328.contig00015	12967	14697	+	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	577	578	99.83	95.67	577	WP_048717443.1	tetracycline efflux ABC transporter Tet(46) subunit B	NA	NA
SAMN03197329	sp900766505	NA	SAMN03197329.contig00005	78927	80141	+	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMN03197329	sp900766505	NA	SAMN03197329.contig00005	80264	81724	+	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMN03197329	sp900766505	NA	SAMN03197329.contig00013	52776	54506	-	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	577	578	99.83	95.67	577	WP_048717443.1	tetracycline efflux ABC transporter Tet(46) subunit B	NA	NA
SAMN03197329	sp900766505	NA	SAMN03197329.contig00013	54511	56232	-	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	574	574	100.00	98.43	574	WP_063856469.1	tetracycline efflux ABC transporter Tet(46) subunit A	NA	NA
SAMN36496298	sp900766505	NA	SAMN36496298.contig00001	270959	272173	+	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMN36496298	sp900766505	NA	SAMN36496298.contig00001	272296	273756	+	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMN36496298	sp900766505	NA	SAMN36496298.contig00002	69680	71401	+	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	574	574	100.00	97.74	574	WP_063856469.1	tetracycline efflux ABC transporter Tet(46) subunit A	NA	NA
SAMN36496298	sp900766505	NA	SAMN36496298.contig00002	71406	73136	+	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	577	578	99.83	95.84	577	WP_048717443.1	tetracycline efflux ABC transporter Tet(46) subunit B	NA	NA
SAMN39987478	sp900766505	NA	SAMN39987478.contig00001	555401	557131	-	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	577	578	99.83	95.32	577	WP_048717443.1	tetracycline efflux ABC transporter Tet(46) subunit B	NA	NA
SAMN39987478	sp900766505	NA	SAMN39987478.contig00001	557136	558857	-	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	574	574	100.00	96.69	574	WP_063856469.1	tetracycline efflux ABC transporter Tet(46) subunit A	NA	NA
SAMN39987478	sp900766505	NA	SAMN39987478.contig00001	829946	831862	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_000691736.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMN39987478	sp900766505	NA	SAMN39987478.contig00002	93863	95323	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	487	487	100.00	100.00	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMN39987478	sp900766505	NA	SAMN39987478.contig00002	95446	96660	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	BLASTX	405	405	100.00	99.75	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
SAMN41327546	sp900766505	NA	SAMN41327546.contig00001	615270	616991	+	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	574	574	100.00	97.91	574	WP_063856469.1	tetracycline efflux ABC transporter Tet(46) subunit A	NA	NA
SAMN41327546	sp900766505	NA	SAMN41327546.contig00001	616996	618726	+	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	577	578	99.83	95.84	577	WP_048717443.1	tetracycline efflux ABC transporter Tet(46) subunit B	NA	NA
SAMN41327546	sp900766505	NA	SAMN41327546.contig00001	1271878	1273338	-	msr(D)	ABC-F type ribosomal protection protein Msr(D)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	BLASTX	487	487	100.00	99.79	487	WP_000420313.1	ABC-F type ribosomal protection protein Msr(D)	NA	NA
SAMN41327546	sp900766505	NA	SAMN41327546.contig00001	1273461	1274675	-	mef(A)	macrolide efflux MFS transporter Mef(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	EXACTX	405	405	100.00	100.00	405	WP_000417519.1	macrolide efflux MFS transporter Mef(A)	NA	NA
