Genome	Species	Resistance gene	Identity	Alignment Length/Gene Length	Coverage	Position in reference	Contig	Position in contig	Phenotype	Accession no.
SAMEA110129251	sp001553685	tet(32)	100.00	1920/1920	100.0	1..1920	SAMEA110129251.contig00004 len=227401 cov=31.8 corr=0 origname=NODE_4_length_227401_cov_31.808351_pilon sw=shovill-spades/1.1.0 date=20230704	82096..84015	Doxycycline, Tetracycline, Minocycline	EU722333
SAMEA1886111	sp001553685	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA1886111.contig00003 len=230843 cov=24.0 corr=0 origname=NODE_3_length_230843_cov_23.964760_pilon sw=shovill-spades/1.0.4 date=20190106	46561..48024	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA1886111	sp001553685	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA1886111.contig00003 len=230843 cov=24.0 corr=0 origname=NODE_3_length_230843_cov_23.964760_pilon sw=shovill-spades/1.0.4 date=20190106	45224..46441	Erythromycin, Azithromycin	U83667
SAMEA1886111	sp001553685	tet(M)	99.84	1920/1920	100.0	1..1920	SAMEA1886111.contig00006 len=152330 cov=29.2 corr=0 origname=NODE_6_length_152330_cov_29.219734_pilon sw=shovill-spades/1.0.4 date=20190106	41591..43510	Doxycycline, Tetracycline, Minocycline	X92947
SAMN04477560	sp001553685	lsa(C)	99.86	1479/1479	100.0	1..1479	SAMN04477560.contig00002 len=264635 cov=35.3 corr=0 origname=NODE_2_length_264635_cov_35.324752_pilon sw=shovill-spades/1.0.4 date=20190106	234676..236154	Lincomycin, Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin	HM990671
SAMN04477560	sp001553685	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN04477560.contig00003 len=227906 cov=28.4 corr=0 origname=NODE_3_length_227906_cov_28.427850_pilon sw=shovill-spades/1.0.4 date=20190106	102928..104391	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN04477560	sp001553685	mef(A)	99.92	1218/1218	100.0	1..1218	SAMN04477560.contig00003 len=227906 cov=28.4 corr=0 origname=NODE_3_length_227906_cov_28.427850_pilon sw=shovill-spades/1.0.4 date=20190106	101591..102808	Erythromycin, Azithromycin	U83667
SAMN04477560	sp001553685	tet(M)	99.84	1920/1920	100.0	1..1920	SAMN04477560.contig00002 len=264635 cov=35.3 corr=0 origname=NODE_2_length_264635_cov_35.324752_pilon sw=shovill-spades/1.0.4 date=20190106	249556..251475	Doxycycline, Tetracycline, Minocycline	X75073
SAMN16913260	sp001553685	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN16913260.contig00007 len=95740 cov=16.7 corr=0 origname=NODE_7_length_95740_cov_16.711430_pilon sw=shovill-spades/1.1.0 date=20230701	11511..12974	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN16913260	sp001553685	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN16913260.contig00007 len=95740 cov=16.7 corr=0 origname=NODE_7_length_95740_cov_16.711430_pilon sw=shovill-spades/1.1.0 date=20230701	10174..11391	Erythromycin, Azithromycin	U83667
