sample_key	GTDB_214	sample	element_symbol	element_name	source
53ap	sp900766505	053Ap-CMPN001x52_260114_LH00793_B23GCKKLT3	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	rmarvig
53ap	sp900766505	053Ap-CMPN001x52_260114_LH00793_B23GCKKLT3	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	rmarvig
66pp	sp900766505	066Pp-CMPN001x40_260114_LH00793_B23GCKKLT3	mef(A)	macrolide efflux MFS transporter Mef(A)	rmarvig
66pp	sp900766505	066Pp-CMPN001x40_260114_LH00793_B23GCKKLT3	msr(D)	ABC-F type ribosomal protection protein Msr(D)	rmarvig
66pp	sp900766505	066Pp-CMPN001x40_260114_LH00793_B23GCKKLT3	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	rmarvig
66pp	sp900766505	066Pp-CMPN001x40_260114_LH00793_B23GCKKLT3	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	rmarvig
66pp	sp900766505	066Pp-CMPN001x40_260114_LH00793_B23GCKKLT3	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	rmarvig
NA	NA	SAMEA104042165	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
NA	NA	SAMEA104042165	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
NA	NA	SAMEA104138663	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
NA	NA	SAMEA104138663	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
NA	NA	SAMEA111347028	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
NA	NA	SAMEA111347028	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
NA	NA	SAMEA111347028	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA111347028	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA114321100	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA114321100	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA114321100	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
NA	NA	SAMEA114321100	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
NA	NA	SAMEA114321103	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
NA	NA	SAMEA114321103	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
NA	NA	SAMEA114321103	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA114321103	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA5390768	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
NA	NA	SAMEA5390768	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
NA	NA	SAMEA5390768	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA5390768	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN03197328	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN03197328	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN03197328	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
NA	NA	SAMN03197328	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
NA	NA	SAMN03197329	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN03197329	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN03197329	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
NA	NA	SAMN03197329	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
NA	NA	SAMN36496298	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN36496298	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN36496298	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
NA	NA	SAMN36496298	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
NA	NA	SAMN39987478	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
NA	NA	SAMN39987478	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
NA	NA	SAMN39987478	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN39987478	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN39987478	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN41327546	tetA(46)	tetracycline efflux ABC transporter Tet(46) subunit A	atb
NA	NA	SAMN41327546	tetB(46)	tetracycline efflux ABC transporter Tet(46) subunit B	atb
NA	NA	SAMN41327546	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN41327546	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
