sample_key	GTDB_214	sample	element_symbol	element_name	source
110cm	sp001808705	110Cm-CMPN001x27_260114_LH00793_B23GCKKLT3	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	rmarvig
110cm	sp001808705	110Cm-CMPN001x27_260114_LH00793_B23GCKKLT3	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	rmarvig
110cm	sp001808705	110Cm-CMPN001x27_260114_LH00793_B23GCKKLT3	lsa(C)	ABC-F type ribosomal protection protein Lsa(C)	rmarvig
110cm	sp001808705	110Cm-CMPN001x27_260114_LH00793_B23GCKKLT3	msr(D)	ABC-F type ribosomal protection protein Msr(D)	rmarvig
110cm	sp001808705	110Cm-CMPN001x27_260114_LH00793_B23GCKKLT3	mef(A)	macrolide efflux MFS transporter Mef(A)	rmarvig
NA	NA	SAMEA104151610	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA104151610	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA104151611	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA104151611	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA104151622	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA104151622	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA111503389	tet(32)	tetracycline resistance ribosomal protection protein Tet(32)	atb
NA	NA	SAMEA111503389	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA111503389	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN04477510	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN04477510	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN16951220	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN16951220	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN16951220	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMEA104138589	NA	NA	atb
