sample_key	GTDB_214	sample	element_symbol	element_name	source
79ps	sp001556435	079Ps-CMPN001x41_260114_LH00793_B23GCKKLT3	mef(A)	macrolide efflux MFS transporter Mef(A)	rmarvig
79ps	sp001556435	079Ps-CMPN001x41_260114_LH00793_B23GCKKLT3	msr(D)	ABC-F type ribosomal protection protein Msr(D)	rmarvig
132cs	sp001556435	132Cs-CMPN001x38_260114_LH00793_B23GCKKLT3	lsa(C)	ABC-F type ribosomal protection protein Lsa(C)	rmarvig
132cs	sp001556435	132Cs-CMPN001x38_260114_LH00793_B23GCKKLT3	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	rmarvig
132cs	sp001556435	132Cs-CMPN001x38_260114_LH00793_B23GCKKLT3	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	rmarvig
91csv	sp001556435	91Csv-CMPN001x13_260114_LH00793_B23GCKKLT3	mef(A)	macrolide efflux MFS transporter Mef(A)	rmarvig
91csv	sp001556435	91Csv-CMPN001x13_260114_LH00793_B23GCKKLT3	msr(D)	ABC-F type ribosomal protection protein Msr(D)	rmarvig
91csv	sp001556435	91Csv-CMPN001x13_260114_LH00793_B23GCKKLT3	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	rmarvig
91csv	sp001556435	91Csv-CMPN001x13_260114_LH00793_B23GCKKLT3	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	rmarvig
NA	NA	SAMEA104703319	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA104703319	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA4362446	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA4362446	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA4362454	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA4362454	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA5379075	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA5379075	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA6160297	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA6160297	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMEA7117751	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMEA7117751	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMEA7510350	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMEA7510350	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN03197330	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN03197330	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN03197330	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMN03197330	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN04480035	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMN04480035	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN04498619	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN04498619	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN04875577	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	atb
NA	NA	SAMN04875577	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN07563134	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN07563134	lsa(C)	ABC-F type ribosomal protection protein Lsa(C)	atb
NA	NA	SAMN07563134	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN07563134	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN07638970	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN07638970	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN11849394	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN11849394	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN11849395	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN11849395	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN11849396	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN11849396	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN11849404	mef(A)	macrolide efflux MFS transporter Mef(A)	atb
NA	NA	SAMN11849404	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
NA	NA	SAMN11849406	msr(D)	ABC-F type ribosomal protection protein Msr(D)	atb
